fyear,sgvkey,sconm,stic,cgvkey,cconm,ctic,salecs,srcdate
2021,002176,BERKSHIRE HATHAWAY,BRK.B,009872,7-ELEVEN INC,SE.3,6873.55,2021-12-31
2021,002176,BERKSHIRE HATHAWAY,BRK.B,065417,YUM BRANDS INC,YUM,5686.75,2021-12-31
2022,002176,BERKSHIRE HATHAWAY,BRK.B,009872,7-ELEVEN INC,SE.3,7555.678,2022-12-31
2022,002176,BERKSHIRE HATHAWAY,BRK.B,065417,YUM BRANDS INC,YUM,6385.08,2022-12-31
2023,002176,BERKSHIRE HATHAWAY,BRK.B,011259,WALMART INC,WMT,8943.19,2023-12-31
2023,002176,BERKSHIRE HATHAWAY,BRK.B,009872,7-ELEVEN INC,SE.3,7364.98,2023-12-31
2023,002176,BERKSHIRE HATHAWAY,BRK.B,065417,YUM BRANDS INC,YUM,6470.661,2023-12-31
2015,002270,VALARIS LIMITED,VAL,222111,PETROLEO BRASILEIRO SA- PETR,PBR,568.876,2015-12-31
2015,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,731.412,2015-12-31
2016,002270,VALARIS LIMITED,VAL,222111,PETROLEO BRASILEIRO SA- PETR,PBR,249.876,2016-12-31
2016,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,253.208,2016-12-31
2016,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,56.639,2016-12-31
2016,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,23.322,2016-12-31
2016,002270,VALARIS LIMITED,VAL,024625,TOTALENERGIES SE,TTE,360.932,2016-12-31
2017,002270,VALARIS LIMITED,VAL,222111,PETROLEO BRASILEIRO SA- PETR,PBR,202.73,2017-12-31
2017,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,215.631,2017-12-31
2017,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,60.819,2017-12-31
2017,002270,VALARIS LIMITED,VAL,024625,TOTALENERGIES SE,TTE,405.46,2017-12-31
2018,002270,VALARIS LIMITED,VAL,222111,PETROLEO BRASILEIRO SA- PETR,PBR,136.432,2018-12-31
2018,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,32.232,2018-12-31
2018,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,63.27,2018-12-31
2018,002270,VALARIS LIMITED,VAL,024625,TOTALENERGIES SE,TTE,255.81,2018-12-31
2018,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,23.876,2018-12-31
2018,002270,VALARIS LIMITED,VAL,334426,SAUDI ARABIAN OIL CO,,187.594,2018-12-31
2019,002270,VALARIS LIMITED,VAL,222111,PETROLEO BRASILEIRO SA- PETR,PBR,82.128,2019-12-31
2019,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,29.566,2019-12-31
2019,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,79.459,2019-12-31
2019,002270,VALARIS LIMITED,VAL,024625,TOTALENERGIES SE,TTE,328.512,2019-12-31
2019,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,75.763,2019-12-31
2020,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,47.098,2020-12-31
2020,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,80.066,2020-12-31
2020,002270,VALARIS LIMITED,VAL,024625,TOTALENERGIES SE,TTE,81.065,2020-12-31
2020,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,29.828,2020-12-31
2020,002270,VALARIS LIMITED,VAL,024625,TOTALENERGIES SE,TTE,33.111,2020-12-31
2021,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,39.874,2021-12-31
2021,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,79.784,2021-12-31
2021,002270,VALARIS LIMITED,VAL,024625,TOTALENERGIES SE,TTE,75.15,2021-12-31
2021,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,27.828,2021-12-31
2022,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,96.15,2022-12-31
2022,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,96.15,2022-12-31
2022,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,48.075,2022-12-31
2023,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,107.052,2023-12-31
2023,002270,VALARIS LIMITED,VAL,002410,BP PLC,BP,89.21,2023-12-31
2017,002282,BOB EVANS FARMS,BOBE,011259,WALMART INC,WMT,78.968,2017-04-30
2017,002282,BOB EVANS FARMS,BOBE,006502,KROGER CO,KR,55.278,2017-04-30
2015,002338,REXAM PLC,REXMY,241637,ANHEUSER-BUSCH INBEV,BUD,,2015-12-31
2015,002338,REXAM PLC,REXMY,003144,COCA-COLA CO,KO,,2015-12-31
2015,002338,REXAM PLC,REXMY,104833,HEINEKEN NV,HEINY,,2015-12-31
2015,002338,REXAM PLC,REXMY,008479,PEPSICO INC,PEP,,2015-12-31
2015,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,40.961,2015-10-31
2016,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,48.742,2016-10-31
2016,002390,BRIDGFORD FOODS CORP,BRID,004016,DOLLAR GENERAL CORP,DG,10.925,2016-10-31
2017,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,63.043,2017-10-31
2018,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,63.604,2018-10-31
2018,002390,BRIDGFORD FOODS CORP,BRID,004016,DOLLAR GENERAL CORP,DG,16.729,2018-10-31
2019,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,67.396,2019-10-31
2019,002390,BRIDGFORD FOODS CORP,BRID,004016,DOLLAR GENERAL CORP,DG,20.955,2019-10-31
2020,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,73.051,2020-10-31
2020,002390,BRIDGFORD FOODS CORP,BRID,004016,DOLLAR GENERAL CORP,DG,26.924,2020-10-31
2021,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,85.834,2021-10-31
2021,002390,BRIDGFORD FOODS CORP,BRID,004016,DOLLAR GENERAL CORP,DG,34.862,2021-10-31
2022,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,79.238,2022-10-31
2022,002390,BRIDGFORD FOODS CORP,BRID,004016,DOLLAR GENERAL CORP,DG,44.937,2022-10-31
2023,002390,BRIDGFORD FOODS CORP,BRID,011259,WALMART INC,WMT,73.226,2023-10-31
2023,002390,BRIDGFORD FOODS CORP,BRID,004016,DOLLAR GENERAL CORP,DG,41.017,2023-10-31
2015,002393,BRIGGS & STRATTON,BGGSQ,210372,MTD PRODUCTS AG,,228.43,2015-06-30
2015,002393,BRIGGS & STRATTON,BGGSQ,277941,HUSQVARNA AB,HSQVY,266.038,2015-06-30
2015,002393,BRIGGS & STRATTON,BGGSQ,003835,DEERE & CO,DE,85.712,2015-06-30
2016,002393,BRIGGS & STRATTON,BGGSQ,210372,MTD PRODUCTS AG,,235.22,2016-06-30
2016,002393,BRIGGS & STRATTON,BGGSQ,277941,HUSQVARNA AB,HSQVY,229.899,2016-06-30
2016,002393,BRIGGS & STRATTON,BGGSQ,003835,DEERE & CO,DE,94.854,2016-06-30
2017,002393,BRIGGS & STRATTON,BGGSQ,210372,MTD PRODUCTS AG,,205.339,2017-06-30
2017,002393,BRIGGS & STRATTON,BGGSQ,277941,HUSQVARNA AB,HSQVY,207.882,2017-06-30
2017,002393,BRIGGS & STRATTON,BGGSQ,003835,DEERE & CO,DE,,2017-06-30
2018,002393,BRIGGS & STRATTON,BGGSQ,210372,MTD PRODUCTS AG,,192.402,2018-06-30
2018,002393,BRIGGS & STRATTON,BGGSQ,277941,HUSQVARNA AB,HSQVY,184.008,2018-06-30
2018,002393,BRIGGS & STRATTON,BGGSQ,003835,DEERE & CO,DE,,2018-06-30
2019,002393,BRIGGS & STRATTON,BGGSQ,210372,MTD PRODUCTS AG,,220.714,2019-06-30
2019,002393,BRIGGS & STRATTON,BGGSQ,277941,HUSQVARNA AB,HSQVY,139.92,2019-06-30
2019,002393,BRIGGS & STRATTON,BGGSQ,003835,DEERE & CO,DE,,2019-06-30
2015,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,2649.6,2015-12-31
2015,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,1987.2,2015-12-31
2015,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,3477.6,2015-12-31
2016,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,3496.86,2016-12-31
2016,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,2719.78,2016-12-31
2016,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,4273.94,2016-12-31
2017,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,3739.68,2017-12-31
2017,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,3116.4,2017-12-31
2017,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,4986.24,2017-12-31
2017,002403,BRISTOL-MYERS SQUIBB CO,BMY,008530,PFIZER INC,PFE,4872,2017-12-31
2017,002403,BRISTOL-MYERS SQUIBB CO,BMY,024856,GILEAD SCIENCES INC,GILD,623,2017-12-31
2017,002403,BRISTOL-MYERS SQUIBB CO,BMY,028272,ASTRAZENECA PLC,AZN,131,2017-12-31
2017,002403,BRISTOL-MYERS SQUIBB CO,BMY,101204,SANOFI,SNY,234,2017-12-31
2017,002403,BRISTOL-MYERS SQUIBB CO,BMY,016101,ABBVIE INC,ABBV,150,2017-12-31
2018,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,4512.2,2018-12-31
2018,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,3835.37,2018-12-31
2018,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,5640.25,2018-12-31
2018,002403,BRISTOL-MYERS SQUIBB CO,BMY,008530,PFIZER INC,PFE,6438,2018-12-31
2018,002403,BRISTOL-MYERS SQUIBB CO,BMY,024856,GILEAD SCIENCES INC,GILD,253,2018-12-31
2018,002403,BRISTOL-MYERS SQUIBB CO,BMY,100290,ONO PHARMACEUTICAL CO LTD,OPHLY,459,2018-12-31
2018,002403,BRISTOL-MYERS SQUIBB CO,BMY,016101,ABBVIE INC,ABBV,162,2018-12-31
2019,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,5229,2019-12-31
2019,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,4444.65,2019-12-31
2019,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,6797.7,2019-12-31
2019,002403,BRISTOL-MYERS SQUIBB CO,BMY,008530,PFIZER INC,PFE,7929,2019-12-31
2019,002403,BRISTOL-MYERS SQUIBB CO,BMY,100290,ONO PHARMACEUTICAL CO LTD,OPHLY,499,2019-12-31
2020,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,10629.5,2020-12-31
2020,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,8078.42,2020-12-31
2020,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,13180.58,2020-12-31
2020,002403,BRISTOL-MYERS SQUIBB CO,BMY,008530,PFIZER INC,PFE,9168,2020-12-31
2020,002403,BRISTOL-MYERS SQUIBB CO,BMY,100290,ONO PHARMACEUTICAL CO LTD,OPHLY,576,2020-12-31
2021,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,11596.25,2021-12-31
2021,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,9277,2021-12-31
2021,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,14843.2,2021-12-31
2021,002403,BRISTOL-MYERS SQUIBB CO,BMY,008530,PFIZER INC,PFE,10762,2021-12-31
2022,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,11539.75,2022-12-31
2022,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,9693.39,2022-12-31
2022,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,14770.88,2022-12-31
2022,002403,BRISTOL-MYERS SQUIBB CO,BMY,008530,PFIZER INC,PFE,11789,2022-12-31
2022,002403,BRISTOL-MYERS SQUIBB CO,BMY,100290,ONO PHARMACEUTICAL CO LTD,OPHLY,657,2022-12-31
2023,002403,BRISTOL-MYERS SQUIBB CO,BMY,031673,CENCORA INC,COR,13051.74,2023-12-31
2023,002403,BRISTOL-MYERS SQUIBB CO,BMY,002751,CARDINAL HEALTH INC,CAH,10351.38,2023-12-31
2023,002403,BRISTOL-MYERS SQUIBB CO,BMY,007171,MCKESSON CORP,MCK,14851.98,2023-12-31
2023,002403,BRISTOL-MYERS SQUIBB CO,BMY,008530,PFIZER INC,PFE,12206,2023-12-31
2023,002403,BRISTOL-MYERS SQUIBB CO,BMY,100290,ONO PHARMACEUTICAL CO LTD,OPHLY,588,2023-12-31
2015,002444,BRUNSWICK CORP,BC,111103,MARINEMAX INC,HZO,267.666,2015-12-31
2016,002444,BRUNSWICK CORP,BC,111103,MARINEMAX INC,HZO,328.776,2016-12-31
2017,002444,BRUNSWICK CORP,BC,111103,MARINEMAX INC,HZO,176.48,2017-12-31
2018,002444,BRUNSWICK CORP,BC,111103,MARINEMAX INC,HZO,353.112,2018-12-31
2019,002444,BRUNSWICK CORP,BC,111103,MARINEMAX INC,HZO,333.45,2019-12-31
2020,002444,BRUNSWICK CORP,BC,111103,MARINEMAX INC,HZO,337.581,2020-12-31
2015,002497,MASTEC INC,MTZ,006135,ENBRIDGE INC,ENB,42.083,2015-12-31
2015,002497,MASTEC INC,MTZ,009899,AT&T INC,T,1346.666,2015-12-31
2016,002497,MASTEC INC,MTZ,006135,ENBRIDGE INC,ENB,1386.37,2016-12-31
2016,002497,MASTEC INC,MTZ,009899,AT&T INC,T,1745.799,2016-12-31
2017,002497,MASTEC INC,MTZ,009899,AT&T INC,T,1651.745,2017-12-31
2018,002497,MASTEC INC,MTZ,009899,AT&T INC,T,1589.166,2018-12-31
2018,002497,MASTEC INC,MTZ,004430,EQT CORP,EQT,1381.883,2018-12-31
2019,002497,MASTEC INC,MTZ,009899,AT&T INC,T,1436.638,2019-12-31
2019,002497,MASTEC INC,MTZ,004430,EQT CORP,EQT,790.151,2019-12-31
2020,002497,MASTEC INC,MTZ,009899,AT&T INC,T,1137.776,2020-12-31
2020,002497,MASTEC INC,MTZ,004430,EQT CORP,EQT,189.629,2020-12-31
2021,002497,MASTEC INC,MTZ,006135,ENBRIDGE INC,ENB,1272.285,2021-12-31
2021,002497,MASTEC INC,MTZ,009899,AT&T INC,T,715.66,2021-12-31
2021,002497,MASTEC INC,MTZ,004430,EQT CORP,EQT,318.071,2021-12-31
2020,002536,LIVERAMP HOLDINGS INC,RAMP,006136,INTERPUBLIC GROUP OF COS,IPG,53.28,2020-03-31
2021,002536,LIVERAMP HOLDINGS INC,RAMP,006136,INTERPUBLIC GROUP OF COS,IPG,48.733,2021-03-31
2022,002536,LIVERAMP HOLDINGS INC,RAMP,006136,INTERPUBLIC GROUP OF COS,IPG,58.152,2022-03-31
2023,002536,LIVERAMP HOLDINGS INC,RAMP,006136,INTERPUBLIC GROUP OF COS,IPG,71.59,2023-03-31
2015,002538,CDI CORP,CDI,006066,INTL BUSINESS MACHINES CORP,IBM,147.824,2015-12-31
2016,002538,CDI CORP,CDI,006066,INTL BUSINESS MACHINES CORP,IBM,121.011,2016-12-31
2015,002556,CSS INDUSTRIES INC,CSS,011259,WALMART INC,WMT,91.726,2015-03-31
2015,002556,CSS INDUSTRIES INC,CSS,003813,TARGET CORP,TGT,38.817,2015-03-31
2016,002556,CSS INDUSTRIES INC,CSS,011259,WALMART INC,WMT,95.095,2016-03-31
2016,002556,CSS INDUSTRIES INC,CSS,003813,TARGET CORP,TGT,31.504,2016-03-31
2017,002556,CSS INDUSTRIES INC,CSS,011259,WALMART INC,WMT,96.729,2017-03-31
2017,002556,CSS INDUSTRIES INC,CSS,003813,TARGET CORP,TGT,32.243,2017-03-31
2018,002556,CSS INDUSTRIES INC,CSS,011259,WALMART INC,WMT,90.474,2018-03-31
2019,002556,CSS INDUSTRIES INC,CSS,011259,WALMART INC,WMT,87.92,2019-03-31
2019,002556,CSS INDUSTRIES INC,CSS,004523,JO-ANN STORES INC,JAS,49.694,2019-03-31
2015,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,38.613,2015-12-31
2015,002577,CTS CORP,CTS,005691,HONDA MOTOR CO LTD,HMC,40.907,2015-12-31
2016,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,41.255,2016-12-31
2016,002577,CTS CORP,CTS,005691,HONDA MOTOR CO LTD,HMC,42.445,2016-12-31
2017,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,43.145,2017-12-31
2017,002577,CTS CORP,CTS,005691,HONDA MOTOR CO LTD,HMC,47.375,2017-12-31
2017,002577,CTS CORP,CTS,003650,CUMMINS INC,CMI,56.681,2017-12-31
2018,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,49.401,2018-12-31
2018,002577,CTS CORP,CTS,005691,HONDA MOTOR CO LTD,HMC,49.401,2018-12-31
2018,002577,CTS CORP,CTS,003650,CUMMINS INC,CMI,71.513,2018-12-31
2019,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,45.024,2019-12-31
2019,002577,CTS CORP,CTS,005691,HONDA MOTOR CO LTD,HMC,54.404,2019-12-31
2019,002577,CTS CORP,CTS,003650,CUMMINS INC,CMI,75.509,2019-12-31
2020,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,56.825,2020-12-31
2020,002577,CTS CORP,CTS,005691,HONDA MOTOR CO LTD,HMC,33.925,2020-12-31
2020,002577,CTS CORP,CTS,003650,CUMMINS INC,CMI,55.553,2020-12-31
2021,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,63.603,2021-12-31
2021,002577,CTS CORP,CTS,003650,CUMMINS INC,CMI,76.939,2021-12-31
2022,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,67.49,2022-12-31
2022,002577,CTS CORP,CTS,003650,CUMMINS INC,CMI,89.791,2022-12-31
2023,002577,CTS CORP,CTS,019661,TOYOTA MOTOR CORP,TM,68.803,2023-12-31
2023,002577,CTS CORP,CTS,003650,CUMMINS INC,CMI,82.563,2023-12-31
2015,002615,CALAMP CORP,CAMPQ,060900,DISH NETWORK CORP,DISH,36.839,2015-02-28
2016,002615,CALAMP CORP,CAMPQ,060900,DISH NETWORK CORP,DISH,39.301,2016-02-29
2017,002615,CALAMP CORP,CAMPQ,060900,DISH NETWORK CORP,DISH,14.044,2017-02-28
2015,002626,KONARED CORP,KRED,036379,SPLASH BEVERAGE GROUP INC,SBEV,0.08,2015-12-31
2015,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,1616.4,2015-07-31
2016,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,1592.2,2016-07-31
2017,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,1578,2017-07-31
2018,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,1563.3,2018-07-31
2019,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,1621.4,2019-07-31
2019,002663,CAMPBELL'S CO (THE),CPB,006502,KROGER CO,KR,729.63,2019-07-31
2020,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,1825.11,2020-07-31
2020,002663,CAMPBELL'S CO (THE),CPB,006502,KROGER CO,KR,782.19,2020-07-31
2021,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,1779.96,2021-07-31
2022,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,1883.64,2022-07-31
2023,002663,CAMPBELL'S CO (THE),CPB,011259,WALMART INC,WMT,2058.54,2023-07-31
2015,002721,CANON INC,CAJPY,005606,HP INC,HPQ,5624.414,2015-12-31
2016,002721,CANON INC,CAJPY,005606,HP INC,HPQ,4310.842,2016-12-31
2017,002721,CANON INC,CAJPY,005606,HP INC,HPQ,4742.941,2017-12-31
2018,002721,CANON INC,CAJPY,005606,HP INC,HPQ,4898.651,2018-12-31
2019,002721,CANON INC,CAJPY,005606,HP INC,HPQ,4298.272,2019-12-31
2020,002721,CANON INC,CAJPY,005606,HP INC,HPQ,3451.905,2020-12-31
2021,002721,CANON INC,CAJPY,005606,HP INC,HPQ,3539.766,2021-12-31
2022,002721,CANON INC,CAJPY,005606,HP INC,HPQ,3668.474,2022-12-31
2015,002735,CAPITAL PROPERTIES INC,CPTP,029875,AVALONBAY COMMUNITIES INC,AVB,0.612,2015-12-31
2016,002735,CAPITAL PROPERTIES INC,CPTP,029875,AVALONBAY COMMUNITIES INC,AVB,0.615,2016-12-31
2017,002735,CAPITAL PROPERTIES INC,CPTP,029875,AVALONBAY COMMUNITIES INC,AVB,0.615,2017-12-31
2018,002735,CAPITAL PROPERTIES INC,CPTP,029875,AVALONBAY COMMUNITIES INC,AVB,0.615,2018-12-31
2019,002735,CAPITAL PROPERTIES INC,CPTP,029875,AVALONBAY COMMUNITIES INC,AVB,0.623,2019-12-31
2020,002735,CAPITAL PROPERTIES INC,CPTP,029160,AVALON PROPERTIES INC,AVN.4,0.62,2020-12-31
2015,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,27683.37,2015-06-30
2016,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,30386.5,2016-06-30
2016,002751,CARDINAL HEALTH INC,CAH,018624,PREMIER INC,PINC,,2016-06-30
2017,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,29894.48,2017-06-30
2017,002751,CARDINAL HEALTH INC,CAH,018624,PREMIER INC,PINC,,2017-06-30
2018,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,34202.25,2018-06-30
2018,002751,CARDINAL HEALTH INC,CAH,018624,PREMIER INC,PINC,,2018-06-30
2019,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,37838.84,2019-06-30
2019,002751,CARDINAL HEALTH INC,CAH,018624,PREMIER INC,PINC,,2019-06-30
2020,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,39759.72,2020-06-30
2020,002751,CARDINAL HEALTH INC,CAH,018624,PREMIER INC,PINC,,2020-06-30
2021,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,42241.42,2021-06-30
2021,002751,CARDINAL HEALTH INC,CAH,018624,PREMIER INC,PINC,,2021-06-30
2022,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,45341,2022-06-30
2022,002751,CARDINAL HEALTH INC,CAH,018624,PREMIER INC,PINC,,2022-06-30
2023,002751,CARDINAL HEALTH INC,CAH,007241,CVS HEALTH CORP,CVS,51253,2023-06-30
2023,002751,CARDINAL HEALTH INC,CAH,018624,PREMIER INC,PINC,,2023-06-30
2015,002771,CARLISLE COS INC,CSL,160598,BEACON ROOFING SUPPLY INC,BECN,200.26,2015-12-31
2018,002771,CARLISLE COS INC,CSL,160598,BEACON ROOFING SUPPLY INC,BECN,528.581,2018-12-31
2019,002771,CARLISLE COS INC,CSL,160598,BEACON ROOFING SUPPLY INC,BECN,529.276,2019-12-31
2020,002771,CARLISLE COS INC,CSL,160598,BEACON ROOFING SUPPLY INC,BECN,475.462,2020-12-31
2021,002771,CARLISLE COS INC,CSL,160598,BEACON ROOFING SUPPLY INC,BECN,586.857,2021-12-31
2022,002771,CARLISLE COS INC,CSL,160598,BEACON ROOFING SUPPLY INC,BECN,718.517,2022-12-31
2023,002771,CARLISLE COS INC,CSL,160598,BEACON ROOFING SUPPLY INC,BECN,752.252,2023-12-31
2016,002787,CARPENTER TECHNOLOGY CORP,CRS,001356,ALCOA INC,AA.3,235.742,2016-06-30
2016,002787,CARPENTER TECHNOLOGY CORP,CRS,008717,PRECISION CASTPARTS CORP,PCP,,2016-06-30
2017,002787,CARPENTER TECHNOLOGY CORP,CRS,028192,HOWMET AEROSPACE INC,HWM,197.736,2017-06-30
2018,002787,CARPENTER TECHNOLOGY CORP,CRS,028192,HOWMET AEROSPACE INC,HWM,258.924,2018-06-30
2019,002787,CARPENTER TECHNOLOGY CORP,CRS,028192,HOWMET AEROSPACE INC,HWM,261.822,2019-06-30
2020,002787,CARPENTER TECHNOLOGY CORP,CRS,028192,HOWMET AEROSPACE INC,HWM,218.11,2020-06-30
2015,002862,AEP TEXAS CENTRAL CO,AEP11,213423,CENTRICA PLC,CPYYY,,2015-12-31
2015,002862,AEP TEXAS CENTRAL CO,AEP11,005742,CENTERPOINT ENERGY INC,CNP,,2015-12-31
2015,002942,CANTEL MEDICAL CORP,CMD,061483,DAVITA INC,DVA,8.653,2015-07-31
2015,002942,CANTEL MEDICAL CORP,CMD,061483,DAVITA INC,DVA,39.967,2015-07-31
2015,002942,CANTEL MEDICAL CORP,CMD,212782,FRESENIUS MEDICAL CARE AG,FMS,39.823,2015-07-31
2016,002942,CANTEL MEDICAL CORP,CMD,061483,DAVITA INC,DVA,5.895,2016-07-31
2016,002942,CANTEL MEDICAL CORP,CMD,212782,FRESENIUS MEDICAL CARE AG,FMS,8.057,2016-07-31
2016,002942,CANTEL MEDICAL CORP,CMD,061483,DAVITA INC,DVA,,2016-07-31
2016,002942,CANTEL MEDICAL CORP,CMD,212782,FRESENIUS MEDICAL CARE AG,FMS,,2016-07-31
2016,002990,IMUNON INC,IMNN,260275,ZHEJIANG HISUN PHARMACEUTICL,,0.5,2016-12-31
2017,002990,IMUNON INC,IMNN,260275,ZHEJIANG HISUN PHARMACEUTICL,,0.5,2017-12-31
2022,002990,IMUNON INC,IMNN,260275,ZHEJIANG HISUN PHARMACEUTICL,,0.5,2022-12-31
2018,002999,CHICAGO RIVET & MACHINE CO,CVR,008358,PARKER-HANNIFIN CORP,PH,3.717,2018-12-31
2021,002999,CHICAGO RIVET & MACHINE CO,CVR,008358,PARKER-HANNIFIN CORP,PH,4.077,2021-12-31
2021,002999,CHICAGO RIVET & MACHINE CO,CVR,163765,COOPER-STANDARD HOLDINGS INC,CPS,3.737,2021-12-31
2015,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,814.752,2015-12-31
2016,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,838.344,2016-12-31
2017,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,906.288,2017-12-31
2018,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,953.557,2018-12-31
2019,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,1045.848,2019-12-31
2020,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,1126.034,2020-12-31
2021,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,1245.624,2021-12-31
2022,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,1290.144,2022-12-31
2023,003026,CHURCH & DWIGHT INC,CHD,011259,WALMART INC,WMT,1349.617,2023-12-31
