fyear,sgvkey,sconm,stic,cgvkey,cconm,ctic,salecs,srcdate
2017,024825,COPT DEFENSE PROPERTIES,CDP,018683,SCIENCE APPLICATIONS INTL CP,SAIC,4.463,2017-12-31
2017,024825,COPT DEFENSE PROPERTIES,CDP,126056,KRATOS DEFENSE & SECURITY,KTOS,4.959,2017-12-31
2017,024825,COPT DEFENSE PROPERTIES,CDP,008972,RAYTHEON CO,RTN,5.455,2017-12-31
2017,024825,COPT DEFENSE PROPERTIES,CDP,185119,KEYW HOLDING CORP,KEYW,5.951,2017-12-31
2017,024825,COPT DEFENSE PROPERTIES,CDP,026304,CSRA INC,CSRA,11.405,2017-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,009899,AT&T INC,T,3.66,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,185881,BOOZ ALLEN HAMILTON HLDG CP,BAH,10.458,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,007985,NORTHROP GRUMMAN CORP,NOC,12.027,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,005046,GENERAL DYNAMICS CORP,GD,24.576,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,002285,BOEING CO,BA,19.87,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,008007,WELLS FARGO & CO,WFC,6.798,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,018683,SCIENCE APPLICATIONS INTL CP,SAIC,6.798,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,126056,KRATOS DEFENSE & SECURITY,KTOS,5.229,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,008972,RAYTHEON CO,RTN,5.752,2018-12-31
2018,024825,COPT DEFENSE PROPERTIES,CDP,006066,INTL BUSINESS MACHINES CORP,IBM,3.66,2018-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,009899,AT&T INC,T,6.829,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,185881,BOOZ ALLEN HAMILTON HLDG CP,BAH,11.032,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,007985,NORTHROP GRUMMAN CORP,NOC,11.557,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,005046,GENERAL DYNAMICS CORP,GD,25.742,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,002285,BOEING CO,BA,16.811,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,008007,WELLS FARGO & CO,WFC,6.829,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,018683,SCIENCE APPLICATIONS INTL CP,SAIC,5.253,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,126056,KRATOS DEFENSE & SECURITY,KTOS,5.253,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,008972,RAYTHEON CO,RTN,5.253,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,006216,JACOBS SOLUTIONS INC,J,5.253,2019-12-31
2019,024825,COPT DEFENSE PROPERTIES,CDP,146171,MANTECH INTL CORP,MANT,3.677,2019-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,009899,AT&T INC,T,6.281,2020-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,185881,BOOZ ALLEN HAMILTON HLDG CP,BAH,11.421,2020-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,007985,NORTHROP GRUMMAN CORP,NOC,13.134,2020-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,005046,GENERAL DYNAMICS CORP,GD,31.978,2020-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,002285,BOEING CO,BA,17.131,2020-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,008007,WELLS FARGO & CO,WFC,6.852,2020-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,018683,SCIENCE APPLICATIONS INTL CP,SAIC,5.139,2020-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,006216,JACOBS SOLUTIONS INC,J,5.139,2020-12-31
2020,024825,COPT DEFENSE PROPERTIES,CDP,146171,MANTECH INTL CORP,MANT,4.568,2020-12-31
2021,024825,COPT DEFENSE PROPERTIES,CDP,009899,AT&T INC,T,6.484,2021-12-31
2021,024825,COPT DEFENSE PROPERTIES,CDP,185881,BOOZ ALLEN HAMILTON HLDG CP,BAH,11.199,2021-12-31
2021,024825,COPT DEFENSE PROPERTIES,CDP,007985,NORTHROP GRUMMAN CORP,NOC,8.252,2021-12-31
2021,024825,COPT DEFENSE PROPERTIES,CDP,005046,GENERAL DYNAMICS CORP,GD,33.008,2021-12-31
2021,024825,COPT DEFENSE PROPERTIES,CDP,002285,BOEING CO,BA,14.736,2021-12-31
2021,024825,COPT DEFENSE PROPERTIES,CDP,008007,WELLS FARGO & CO,WFC,6.484,2021-12-31
2021,024825,COPT DEFENSE PROPERTIES,CDP,006216,JACOBS SOLUTIONS INC,J,5.894,2021-12-31
2021,024825,COPT DEFENSE PROPERTIES,CDP,146171,MANTECH INTL CORP,MANT,5.894,2021-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,009899,AT&T INC,T,6.707,2022-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,185881,BOOZ ALLEN HAMILTON HLDG CP,BAH,11.584,2022-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,007985,NORTHROP GRUMMAN CORP,NOC,14.633,2022-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,005046,GENERAL DYNAMICS CORP,GD,31.095,2022-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,002285,BOEING CO,BA,14.633,2022-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,008007,WELLS FARGO & CO,WFC,6.707,2022-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,006216,JACOBS SOLUTIONS INC,J,6.097,2022-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,146171,MANTECH INTL CORP,MANT,6.097,2022-12-31
2022,024825,COPT DEFENSE PROPERTIES,CDP,174310,KBR INC,KBR,7.316,2022-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,009899,AT&T INC,T,6.467,2023-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,185881,BOOZ ALLEN HAMILTON HLDG CP,BAH,11.64,2023-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,007985,NORTHROP GRUMMAN CORP,NOC,14.873,2023-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,005046,GENERAL DYNAMICS CORP,GD,32.333,2023-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,002285,BOEING CO,BA,14.873,2023-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,008007,WELLS FARGO & CO,WFC,6.467,2023-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,006216,JACOBS SOLUTIONS INC,J,6.467,2023-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,146171,MANTECH INTL CORP,MANT,6.467,2023-12-31
2023,024825,COPT DEFENSE PROPERTIES,CDP,010983,RTX CORP,RTX,7.113,2023-12-31
2015,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,4895.85,2015-12-31
2015,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,7833.36,2015-12-31
2015,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,6201.41,2015-12-31
2016,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,4862.4,2016-12-31
2016,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,6685.8,2016-12-31
2016,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,5470.2,2016-12-31
2017,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,4960.33,2017-12-31
2017,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,6004.61,2017-12-31
2017,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,5221.4,2017-12-31
2018,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,4646.67,2018-12-31
2018,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,4646.67,2018-12-31
2018,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,4425.4,2018-12-31
2019,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,4714.29,2019-12-31
2019,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,4938.78,2019-12-31
2019,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,4714.29,2019-12-31
2020,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,5184.69,2020-12-31
2020,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,4937.8,2020-12-31
2020,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,6666.03,2020-12-31
2021,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,6007.1,2021-12-31
2021,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,5461,2021-12-31
2021,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,6280.15,2021-12-31
2022,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,6820.25,2022-12-31
2022,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,5456.2,2022-12-31
2022,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,4910.58,2022-12-31
2023,024856,GILEAD SCIENCES INC,GILD,002751,CARDINAL HEALTH INC,CAH,7050.16,2023-12-31
2023,024856,GILEAD SCIENCES INC,GILD,007171,MCKESSON CORP,MCK,5694.36,2023-12-31
2023,024856,GILEAD SCIENCES INC,GILD,031673,CENCORA INC,COR,5152.04,2023-12-31
2015,024878,PDL BIOPHARMA INC,PDLI,005020,GENENTECH INC,DNA.2,340.115,2015-12-31
2015,024878,PDL BIOPHARMA INC,PDLI,024468,BIOGEN INC,BIIB,43.729,2015-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,005020,GENENTECH INC,DNA.2,85.011,2016-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,024468,BIOGEN INC,BIIB,47.448,2016-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,065944,ASSERTIO HOLDINGS INC,ASRT,25.701,2016-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,002751,CARDINAL HEALTH INC,CAH,,2016-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,007171,MCKESSON CORP,MCK,,2016-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,031673,CENCORA INC,COR,,2016-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,031673,CENCORA INC,COR,3.163,2016-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,007171,MCKESSON CORP,MCK,3.756,2016-12-31
2016,024878,PDL BIOPHARMA INC,PDLI,002751,CARDINAL HEALTH INC,CAH,3.163,2016-12-31
2017,024878,PDL BIOPHARMA INC,PDLI,024468,BIOGEN INC,BIIB,13.254,2017-12-31
2017,024878,PDL BIOPHARMA INC,PDLI,065944,ASSERTIO HOLDINGS INC,ASRT,62.654,2017-12-31
2017,024878,PDL BIOPHARMA INC,PDLI,002751,CARDINAL HEALTH INC,CAH,,2017-12-31
2017,024878,PDL BIOPHARMA INC,PDLI,031673,CENCORA INC,COR,,2017-12-31
2017,024878,PDL BIOPHARMA INC,PDLI,031673,CENCORA INC,COR,5.181,2017-12-31
2017,024878,PDL BIOPHARMA INC,PDLI,007171,MCKESSON CORP,MCK,3.856,2017-12-31
2017,024878,PDL BIOPHARMA INC,PDLI,002751,CARDINAL HEALTH INC,CAH,5.783,2017-12-31
2018,024878,PDL BIOPHARMA INC,PDLI,002751,CARDINAL HEALTH INC,CAH,,2018-12-31
2018,024878,PDL BIOPHARMA INC,PDLI,031673,CENCORA INC,COR,,2018-12-31
2018,024878,PDL BIOPHARMA INC,PDLI,031673,CENCORA INC,COR,12.443,2018-12-31
2018,024878,PDL BIOPHARMA INC,PDLI,007171,MCKESSON CORP,MCK,13.735,2018-12-31
2018,024878,PDL BIOPHARMA INC,PDLI,002751,CARDINAL HEALTH INC,CAH,10.665,2018-12-31
2018,024878,PDL BIOPHARMA INC,PDLI,007171,MCKESSON CORP,MCK,,2018-12-31
2019,024878,PDL BIOPHARMA INC,PDLI,002751,CARDINAL HEALTH INC,CAH,,2019-12-31
2019,024878,PDL BIOPHARMA INC,PDLI,031673,CENCORA INC,COR,,2019-12-31
2019,024878,PDL BIOPHARMA INC,PDLI,031673,CENCORA INC,COR,8.264,2019-12-31
2019,024878,PDL BIOPHARMA INC,PDLI,007171,MCKESSON CORP,MCK,4.407,2019-12-31
2019,024878,PDL BIOPHARMA INC,PDLI,002751,CARDINAL HEALTH INC,CAH,4.407,2019-12-31
2019,024878,PDL BIOPHARMA INC,PDLI,007171,MCKESSON CORP,MCK,,2019-12-31
2015,024888,ABAXIS INC,ABAX,163893,MWI VETERINARY SUPPLY,MWIV,38.493,2015-03-31
2016,024888,ABAXIS INC,ABAX,163893,MWI VETERINARY SUPPLY,MWIV,43.78,2016-03-31
2016,024888,ABAXIS INC,ABAX,025880,PATTERSON COS INC,PDCO,24.079,2016-03-31
2016,024888,ABAXIS INC,ABAX,061494,HENRY SCHEIN INC,HSIC,28.457,2016-03-31
2017,024888,ABAXIS INC,ABAX,163893,MWI VETERINARY SUPPLY,MWIV,47.716,2017-03-31
2017,024888,ABAXIS INC,ABAX,025880,PATTERSON COS INC,PDCO,24.994,2017-03-31
2017,024888,ABAXIS INC,ABAX,061494,HENRY SCHEIN INC,HSIC,31.811,2017-03-31
2018,024888,ABAXIS INC,ABAX,163893,MWI VETERINARY SUPPLY,MWIV,53.834,2018-03-31
2018,024888,ABAXIS INC,ABAX,025880,PATTERSON COS INC,PDCO,26.917,2018-03-31
2018,024888,ABAXIS INC,ABAX,061494,HENRY SCHEIN INC,HSIC,39.152,2018-03-31
2015,024890,MISONIX INC,MSON,177264,COVIDIEN PLC,COV,0.004,2015-06-30
2016,024890,MISONIX INC,MSON,007228,MEDTRONIC PLC,MDT,3.903,2016-06-30
2017,024890,MISONIX INC,MSON,007228,MEDTRONIC PLC,MDT,3.764,2017-06-30
2018,024890,MISONIX INC,MSON,007228,MEDTRONIC PLC,MDT,0.525,2018-06-30
2015,024922,POWERSECURE INTL INC,POWR,009850,SOUTHERN CO,SO,61.231,2015-12-31
2015,024922,POWERSECURE INTL INC,POWR,155970,ONCOR ELECTRIC DELIVERY CO,TXU3,47.92,2015-12-31
2015,024937,MAJESCO,MJCO,122594,STATE FARM INSURANCE,9760B,6.884,2015-03-31
2016,024937,MAJESCO,MJCO,012726,UNUM GROUP,UNM,11.54,2016-03-31
2017,024937,MAJESCO,MJCO,012726,UNUM GROUP,UNM,9.106,2017-03-31
2018,024937,MAJESCO,MJCO,012726,UNUM GROUP,UNM,11.07,2018-03-31
2019,024937,MAJESCO,MJCO,012726,UNUM GROUP,UNM,17.298,2019-03-31
2020,024937,MAJESCO,MJCO,012726,UNUM GROUP,UNM,7.577,2020-03-31
2015,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,287.003,2015-10-31
2016,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,385.183,2016-10-31
2017,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,487.754,2017-10-31
2018,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,480.643,2018-10-31
2019,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,430.169,2019-10-31
2020,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,456.975,2020-10-31
2021,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,437.236,2021-10-31
2022,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,594.54,2022-10-31
2023,024975,SYNOPSYS INC,SNPS,006008,INTEL CORP,INTC,724.485,2023-10-31
2015,024990,AMPLIFY SNACK BRANDS,BETR.1,029028,COSTCO WHOLESALE CORP,COST,57.014,2015-12-31
2015,024990,AMPLIFY SNACK BRANDS,BETR.1,011259,WALMART INC,WMT,33.105,2015-12-31
2016,024990,AMPLIFY SNACK BRANDS,BETR.1,029028,COSTCO WHOLESALE CORP,COST,59.714,2016-12-31
2016,024990,AMPLIFY SNACK BRANDS,BETR.1,011259,WALMART INC,WMT,32.154,2016-12-31
2015,024996,LINEAGE CELL THERAPEUTICS IN,LCTX,160255,HOSPIRA INC,HSP,0.141,2015-12-31
2015,024996,LINEAGE CELL THERAPEUTICS IN,LCTX,201171,CJ CORP,,0.021,2015-12-31
2015,024996,LINEAGE CELL THERAPEUTICS IN,LCTX,005047,GE AEROSPACE,GE,0.338,2015-12-31
2015,024996,LINEAGE CELL THERAPEUTICS IN,LCTX,025095,STEMCELLS INC,STEM.1,0.141,2015-12-31
2021,024996,LINEAGE CELL THERAPEUTICS IN,LCTX,005857,ITI CORP/OH,4183B,0.8,2021-12-31
2021,024996,LINEAGE CELL THERAPEUTICS IN,LCTX,025648,ROCHE HOLDING AG,RHHBY,0.3,2021-12-31
2022,024996,LINEAGE CELL THERAPEUTICS IN,LCTX,025648,ROCHE HOLDING AG,RHHBY,13.367,2022-12-31
2017,025069,USA TRUCK INC,USAK,011259,WALMART INC,WMT,62.515,2017-12-31
2018,025069,USA TRUCK INC,USAK,011259,WALMART INC,WMT,74.768,2018-12-31
2019,025069,USA TRUCK INC,USAK,011259,WALMART INC,WMT,62.716,2019-12-31
2020,025069,USA TRUCK INC,USAK,011259,WALMART INC,WMT,60.625,2020-12-31
2015,025110,ICU MEDICAL INC,ICUI,008530,PFIZER INC,PFE,123,2015-12-31
2016,025110,ICU MEDICAL INC,ICUI,008530,PFIZER INC,PFE,113.812,2016-12-31
2022,025110,ICU MEDICAL INC,ICUI,007224,MEDLINE INDUSTRIES INC,1206B,342,2022-12-31
2023,025110,ICU MEDICAL INC,ICUI,007224,MEDLINE INDUSTRIES INC,1206B,361.46,2023-12-31
2020,025129,SIERRA ONCOLOGY,SRRA,288543,CARNA BIOSCIENCES INC,,0.3,2020-12-31
2015,025148,GREEN EARTH TECHNOLOGIES INC,GETG,103409,TECHTRONIC INDUSTRIES CO LTD,TTNDY,0.368,2015-06-30
2015,025148,GREEN EARTH TECHNOLOGIES INC,GETG,029736,TRACTOR SUPPLY CO,TSCO,,2015-06-30
2015,025166,KOPIN CORP,KOPN,008972,RAYTHEON CO,RTN,5.77,2015-12-31
2015,025166,KOPIN CORP,KOPN,160329,ALPHABET INC,GOOGL,7.052,2015-12-31
2016,025166,KOPIN CORP,KOPN,008972,RAYTHEON CO,RTN,,2016-12-31
2016,025166,KOPIN CORP,KOPN,160329,ALPHABET INC,GOOGL,,2016-12-31
2016,025166,KOPIN CORP,KOPN,144066,ROCKWELL COLLINS,COL,2.717,2016-12-31
2017,025166,KOPIN CORP,KOPN,008972,RAYTHEON CO,RTN,,2017-12-31
2017,025166,KOPIN CORP,KOPN,003918,DRS TECHNOLOGIES INC,DRS.1,2.784,2017-12-31
2017,025166,KOPIN CORP,KOPN,160329,ALPHABET INC,GOOGL,,2017-12-31
2017,025166,KOPIN CORP,KOPN,144066,ROCKWELL COLLINS,COL,2.784,2017-12-31
2017,025166,KOPIN CORP,KOPN,065380,ELBIT SYSTEMS LTD,ESLT,,2017-12-31
2018,025166,KOPIN CORP,KOPN,003918,DRS TECHNOLOGIES INC,DRS.1,,2018-12-31
2018,025166,KOPIN CORP,KOPN,005046,GENERAL DYNAMICS CORP,GD,2.691,2018-12-31
2019,025166,KOPIN CORP,KOPN,005046,GENERAL DYNAMICS CORP,GD,,2019-12-31
2020,025166,KOPIN CORP,KOPN,005046,GENERAL DYNAMICS CORP,GD,,2020-12-31
2015,025170,LIGHTING SCIENCE GROUP CORP,LSCG,005680,HOME DEPOT INC,HD,72.573,2015-12-31
2016,025170,LIGHTING SCIENCE GROUP CORP,LSCG,005680,HOME DEPOT INC,HD,46.9,2016-12-31
2019,025274,UNIVERSAL DISPLAY CORP,OLED,242977,AUO CORPORATION,AUOTY,,2019-12-31
2019,025274,UNIVERSAL DISPLAY CORP,OLED,242058,BOE TECHNOLOGY GROUP CO LTD,,60.777,2019-12-31
2019,025274,UNIVERSAL DISPLAY CORP,OLED,271236,TIANMA MICROELECTRONICS CO,,,2019-12-31
2019,025274,UNIVERSAL DISPLAY CORP,OLED,294318,VISIONOX TECHNOLOGY INC,,,2019-12-31
2019,025274,UNIVERSAL DISPLAY CORP,OLED,317278,JAPAN DISPLAY INC,,,2019-12-31
2019,025274,UNIVERSAL DISPLAY CORP,OLED,100699,SHARP CORP,SHCAY,,2019-12-31
2019,025274,UNIVERSAL DISPLAY CORP,OLED,100306,KANEKA CORP,,,2019-12-31
2019,025274,UNIVERSAL DISPLAY CORP,OLED,008594,PIONEER CORP,PIO.1,,2019-12-31
2020,025274,UNIVERSAL DISPLAY CORP,OLED,242977,AUO CORPORATION,AUOTY,,2020-12-31
2020,025274,UNIVERSAL DISPLAY CORP,OLED,242058,BOE TECHNOLOGY GROUP CO LTD,,55.753,2020-12-31
2020,025274,UNIVERSAL DISPLAY CORP,OLED,294318,VISIONOX TECHNOLOGY INC,,,2020-12-31
2020,025274,UNIVERSAL DISPLAY CORP,OLED,317278,JAPAN DISPLAY INC,,,2020-12-31
2020,025274,UNIVERSAL DISPLAY CORP,OLED,100699,SHARP CORP,SHCAY,,2020-12-31
2020,025274,UNIVERSAL DISPLAY CORP,OLED,008594,PIONEER CORP,PIO.1,,2020-12-31
2021,025274,UNIVERSAL DISPLAY CORP,OLED,242977,AUO CORPORATION,AUOTY,,2021-12-31
2021,025274,UNIVERSAL DISPLAY CORP,OLED,160739,LG DISPLAY CO LTD,LPL,143.917,2021-12-31
2021,025274,UNIVERSAL DISPLAY CORP,OLED,242058,BOE TECHNOLOGY GROUP CO LTD,,77.494,2021-12-31
2021,025274,UNIVERSAL DISPLAY CORP,OLED,271236,TIANMA MICROELECTRONICS CO,,,2021-12-31
2021,025274,UNIVERSAL DISPLAY CORP,OLED,294318,VISIONOX TECHNOLOGY INC,,,2021-12-31
2021,025274,UNIVERSAL DISPLAY CORP,OLED,100699,SHARP CORP,SHCAY,,2021-12-31
2021,025274,UNIVERSAL DISPLAY CORP,OLED,100306,KANEKA CORP,,,2021-12-31
2021,025274,UNIVERSAL DISPLAY CORP,OLED,008594,PIONEER CORP,PIO.1,,2021-12-31
2022,025274,UNIVERSAL DISPLAY CORP,OLED,242977,AUO CORPORATION,AUOTY,,2022-12-31
2022,025274,UNIVERSAL DISPLAY CORP,OLED,160739,LG DISPLAY CO LTD,LPL,154.155,2022-12-31
2022,025274,UNIVERSAL DISPLAY CORP,OLED,242058,BOE TECHNOLOGY GROUP CO LTD,,98.659,2022-12-31
2022,025274,UNIVERSAL DISPLAY CORP,OLED,294318,VISIONOX TECHNOLOGY INC,,,2022-12-31
2022,025274,UNIVERSAL DISPLAY CORP,OLED,317278,JAPAN DISPLAY INC,,,2022-12-31
2022,025274,UNIVERSAL DISPLAY CORP,OLED,100699,SHARP CORP,SHCAY,,2022-12-31
2022,025274,UNIVERSAL DISPLAY CORP,OLED,100306,KANEKA CORP,,,2022-12-31
2022,025274,UNIVERSAL DISPLAY CORP,OLED,008594,PIONEER CORP,PIO.1,,2022-12-31
2023,025274,UNIVERSAL DISPLAY CORP,OLED,242977,AUO CORPORATION,AUOTY,,2023-12-31
2023,025274,UNIVERSAL DISPLAY CORP,OLED,242058,BOE TECHNOLOGY GROUP CO LTD,,97.993,2023-12-31
2023,025274,UNIVERSAL DISPLAY CORP,OLED,271236,TIANMA MICROELECTRONICS CO,,,2023-12-31
2023,025274,UNIVERSAL DISPLAY CORP,OLED,294318,VISIONOX TECHNOLOGY INC,,,2023-12-31
2023,025274,UNIVERSAL DISPLAY CORP,OLED,100699,SHARP CORP,SHCAY,,2023-12-31
2023,025274,UNIVERSAL DISPLAY CORP,OLED,100306,KANEKA CORP,,,2023-12-31
2023,025274,UNIVERSAL DISPLAY CORP,OLED,008594,PIONEER CORP,PIO.1,,2023-12-31
2015,025356,EXPRESS SCRIPTS HOLDING CO,ESRX,145046,ELEVANCE HEALTH INC,ELV,16585.543,2015-12-31
2016,025356,EXPRESS SCRIPTS HOLDING CO,ESRX,145046,ELEVANCE HEALTH INC,ELV,17048.875,2016-12-31
2017,025356,EXPRESS SCRIPTS HOLDING CO,ESRX,145046,ELEVANCE HEALTH INC,ELV,19012.274,2017-12-31
2015,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,004439,TELEFONAKTIEBOLAGET LM ERICS,ERIC,12.322,2015-12-31
2015,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,007241,CVS HEALTH CORP,CVS,19.363,2015-12-31
2016,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,004439,TELEFONAKTIEBOLAGET LM ERICS,ERIC,7.6,2016-12-31
2016,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,007241,CVS HEALTH CORP,CVS,18.148,2016-12-31
2017,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,007241,CVS HEALTH CORP,CVS,33.558,2017-12-31
2018,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,007241,CVS HEALTH CORP,CVS,36.969,2018-12-31
2019,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,007241,CVS HEALTH CORP,CVS,29.307,2019-12-31
2020,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,007241,CVS HEALTH CORP,CVS,37.119,2020-12-31
2021,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,007241,CVS HEALTH CORP,CVS,67.246,2021-12-31
2022,025367,MAGIC SOFTWARE ENTERPRISES,MGIC,007241,CVS HEALTH CORP,CVS,85.019,2022-12-31
2016,025424,HOSTESS BRANDS INC,TWNK,011259,WALMART INC,WMT,153.521,2016-12-31
2017,025424,HOSTESS BRANDS INC,TWNK,011259,WALMART INC,WMT,158.342,2017-12-31
2018,025424,HOSTESS BRANDS INC,TWNK,011259,WALMART INC,WMT,173.479,2018-12-31
2018,025424,HOSTESS BRANDS INC,TWNK,011259,WALMART INC,WMT,5.102,2018-12-31
2019,025424,HOSTESS BRANDS INC,TWNK,011259,WALMART INC,WMT,211.488,2019-12-31
2019,025424,HOSTESS BRANDS INC,TWNK,011259,WALMART INC,WMT,2.723,2019-12-31
2020,025424,HOSTESS BRANDS INC,TWNK,011259,WALMART INC,WMT,205.355,2020-12-31
2015,025430,FUELCELL ENERGY INC,FCEL,010905,UIL HOLDINGS CORP,UIL,22.831,2015-10-31
2015,025430,FUELCELL ENERGY INC,FCEL,135990,NRG ENERGY INC,NRG,3.262,2015-10-31
2016,025430,FUELCELL ENERGY INC,FCEL,010905,UIL HOLDINGS CORP,UIL,10.825,2016-10-31
2016,025430,FUELCELL ENERGY INC,FCEL,135990,NRG ENERGY INC,NRG,3.248,2016-10-31
2017,025430,FUELCELL ENERGY INC,FCEL,135990,NRG ENERGY INC,NRG,,2017-10-31
2017,025430,FUELCELL ENERGY INC,FCEL,004503,EXXON MOBIL CORP,XOM,8.61,2017-10-31
2018,025430,FUELCELL ENERGY INC,FCEL,135990,NRG ENERGY INC,NRG,,2018-10-31
2018,025430,FUELCELL ENERGY INC,FCEL,004503,EXXON MOBIL CORP,XOM,5.366,2018-10-31
2018,025430,FUELCELL ENERGY INC,FCEL,026658,AVANGRID INC,AGR,1.789,2018-10-31
